ORGANIZATION_ID,REPORT_ID,REPORTING_UNIT_ID,REPORTING_UNIT_NAME,REPORTING_UNIT_TYPE,STATE,COUNTY_FIPS,HUC
TWDB,2014,48737,PARMER,County,55,48737,
TWDB,2014,48741,PECOS,County,55,48741,
TWDB,2014,48745,POLK,County,55,48745,
TWDB,2014,48749,POTTER,County,55,48749,
TWDB,2014,48753,PRESIDIO,County,55,48753,
TWDB,2014,48757,RAINS,County,55,48757,
TWDB,2014,48761,RANDALL,County,55,48761,
TWDB,2014,48765,REAGAN,County,55,48765,
TWDB,2014,48769,REAL,County,55,48769,
TWDB,2014,48773,RED RIVER,County,55,48773,
TWDB,2014,48777,REEVES,County,55,48777,
TWDB,2014,48781,REFUGIO,County,55,48781,
TWDB,2014,48785,ROBERTS,County,55,48785,
TWDB,2014,48789,ROBERTSON,County,55,48789,
TWDB,2014,48793,ROCKWALL,County,55,48793,
TWDB,2014,48797,RUNNELS,County,55,48797,
TWDB,2014,48801,RUSK,County,55,48801,
TWDB,2014,48805,SABINE,County,55,48805,
TWDB,2014,48809,SAN AUGUSTINE,County,55,48809,
TWDB,2014,48813,SAN JACINTO,County,55,48813,
TWDB,2014,48817,SAN PATRICIO,County,55,48817,
TWDB,2014,48821,SAN SABA,County,55,48821,
TWDB,2014,48825,SCHLEICHER,County,55,48825,
TWDB,2014,48829,SCURRY,County,55,48829,
TWDB,2014,48833,SHACKELFORD,County,55,48833,
TWDB,2014,48837,SHELBY,County,55,48837,
TWDB,2014,48841,SHERMAN,County,55,48841,
TWDB,2014,48845,SMITH,County,55,48845,
TWDB,2014,48849,SOMERVELL,County,55,48849,
TWDB,2014,48853,STARR,County,55,48853,
TWDB,2014,48857,STEPHENS,County,55,48857,
TWDB,2014,48861,STERLING,County,55,48861,
TWDB,2014,48865,STONEWALL,County,55,48865,
TWDB,2014,48869,SUTTON,County,55,48869,
TWDB,2014,48873,SWISHER,County,55,48873,
TWDB,2014,48877,TARRANT,County,55,48877,
TWDB,2014,48881,TAYLOR,County,55,48881,
TWDB,2014,48885,TERRELL,County,55,48885,
TWDB,2014,48889,TERRY,County,55,48889,
TWDB,2014,48893,THROCKMORTON,County,55,48893,
TWDB,2014,48897,TITUS,County,55,48897,
TWDB,2014,48901,TOM GREEN,County,55,48901,
TWDB,2014,48905,TRAVIS,County,55,48905,
TWDB,2014,48909,TRINITY,County,55,48909,
TWDB,2014,48913,TYLER,County,55,48913,
TWDB,2014,48917,UPSHUR,County,55,48917,
TWDB,2014,48921,UPTON,County,55,48921,
TWDB,2014,48925,UVALDE,County,55,48925,
TWDB,2014,48929,VAL VERDE,County,55,48929,
TWDB,2014,48933,VAN ZANDT,County,55,48933,
TWDB,2014,48937,VICTORIA,County,55,48937,
TWDB,2014,48941,WALKER,County,55,48941,
TWDB,2014,48945,WALLER,County,55,48945,
TWDB,2014,48949,WARD,County,55,48949,
TWDB,2014,48953,WASHINGTON,County,55,48953,
TWDB,2014,48957,WEBB,County,55,48957,
TWDB,2014,48961,WHARTON,County,55,48961,
TWDB,2014,48965,WHEELER,County,55,48965,
TWDB,2014,48969,WICHITA,County,55,48969,
TWDB,2014,48973,WILBARGER,County,55,48973,
TWDB,2014,48977,WILLACY,County,55,48977,
TWDB,2014,48981,WILLIAMSON,County,55,48981,
TWDB,2014,48985,WILSON,County,55,48985,
TWDB,2014,48989,WINKLER,County,55,48989,
TWDB,2014,48993,WISE,County,55,48993,
TWDB,2014,48997,WOOD,County,55,48997,
TWDB,2014,49001,YOAKUM,County,55,49001,
TWDB,2014,49005,YOUNG,County,55,49005,
TWDB,2014,49009,ZAPATA,County,55,49009,
TWDB,2014,49013,ZAVALA,County,55,49013,
TWDB,2015,12,BRAZOS,Basin,55,,
TWDB,2015,13,BRAZOS-COLORADO,Basin,55,,
TWDB,2015,1,CANADIAN,Basin,55,,
TWDB,2015,14,COLORADO,Basin,55,,
TWDB,2015,15,COLORADO-LAVACA,Basin,55,,
TWDB,2015,4,CYPRESS,Basin,55,,
TWDB,2015,18,GUADALUPE,Basin,55,,
TWDB,2015,16,LAVACA,Basin,55,,
TWDB,2015,17,LAVACA-GUADALUPE,Basin,55,,
TWDB,2015,6,NECHES,Basin,55,,
TWDB,2015,7,NECHES-TRINITY,Basin,55,,
TWDB,2015,21,NUECES,Basin,55,,
TWDB,2015,22,NUECES-RIO GRANDE,Basin,55,,
TWDB,2015,2,RED,Basin,55,,
TWDB,2015,23,RIO GRANDE,Basin,55,,
TWDB,2015,5,SABINE,Basin,55,,
TWDB,2015,19,SAN ANTONIO,Basin,55,,
TWDB,2015,20,SAN ANTONIO-NUECES,Basin,55,,
TWDB,2015,10,SAN JACINTO,Basin,55,,
TWDB,2015,11,SAN JACINTO-BRAZOS,Basin,55,,
TWDB,2015,3,SULPHUR,Basin,55,,
TWDB,2015,8,TRINITY,Basin,55,,
TWDB,2015,9,TRINITY-SAN JACINTO,Basin,55,,
TWDB,2015,48001,ANDERSON,County,55,48001,
TWDB,2015,48005,ANDREWS,County,55,48005,
TWDB,2015,48009,ANGELINA,County,55,48009,
TWDB,2015,48013,ARANSAS,County,55,48013,
TWDB,2015,48017,ARCHER,County,55,48017,
TWDB,2015,48021,ARMSTRONG,County,55,48021,
TWDB,2015,48025,ATASCOSA,County,55,48025,
TWDB,2015,48029,AUSTIN,County,55,48029,
TWDB,2015,48033,BAILEY,County,55,48033,
TWDB,2015,48037,BANDERA,County,55,48037,
TWDB,2015,48041,BASTROP,County,55,48041,
TWDB,2015,48045,BAYLOR,County,55,48045,
TWDB,2015,48049,BEE,County,55,48049,
TWDB,2015,48053,BELL,County,55,48053,
TWDB,2015,48057,BEXAR,County,55,48057,
TWDB,2015,48061,BLANCO,County,55,48061,
TWDB,2015,48065,BORDEN,County,55,48065,
TWDB,2015,48069,BOSQUE,County,55,48069,
TWDB,2015,48073,BOWIE,County,55,48073,
TWDB,2015,48077,BRAZORIA,County,55,48077,
TWDB,2015,48081,BRAZOS,County,55,48081,
TWDB,2015,48085,BREWSTER,County,55,48085,
TWDB,2015,48089,BRISCOE,County,55,48089,
TWDB,2015,48093,BROOKS,County,55,48093,
TWDB,2015,48097,BROWN,County,55,48097,
TWDB,2015,48101,BURLESON,County,55,48101,
TWDB,2015,48105,BURNET,County,55,48105,
TWDB,2015,48109,CALDWELL,County,55,48109,
TWDB,2015,48113,CALHOUN,County,55,48113,
TWDB,2015,48117,CALLAHAN,County,55,48117,
TWDB,2015,48121,CAMERON,County,55,48121,
TWDB,2015,48125,CAMP,County,55,48125,
TWDB,2015,48129,CARSON,County,55,48129,
TWDB,2015,48133,CASS,County,55,48133,
TWDB,2015,48137,CASTRO,County,55,48137,
TWDB,2015,48141,CHAMBERS,County,55,48141,
TWDB,2015,48145,CHEROKEE,County,55,48145,
TWDB,2015,48149,CHILDRESS,County,55,48149,
TWDB,2015,48153,CLAY,County,55,48153,
TWDB,2015,48157,COCHRAN,County,55,48157,
TWDB,2015,48161,COKE,County,55,48161,
TWDB,2015,48165,COLEMAN,County,55,48165,
TWDB,2015,48169,COLLIN,County,55,48169,
TWDB,2015,48173,COLLINGSWORTH,County,55,48173,
TWDB,2015,48177,COLORADO,County,55,48177,
TWDB,2015,48181,COMAL,County,55,48181,
TWDB,2015,48185,COMANCHE,County,55,48185,
TWDB,2015,48189,CONCHO,County,55,48189,
TWDB,2015,48193,COOKE,County,55,48193,
TWDB,2015,48197,CORYELL,County,55,48197,
TWDB,2015,48201,COTTLE,County,55,48201,
TWDB,2015,48205,CRANE,County,55,48205,
TWDB,2015,48209,CROCKETT,County,55,48209,
TWDB,2015,48213,CROSBY,County,55,48213,
TWDB,2015,48217,CULBERSON,County,55,48217,
TWDB,2015,48221,DALLAM,County,55,48221,
TWDB,2015,48225,DALLAS,County,55,48225,
TWDB,2015,48229,DAWSON,County,55,48229,
TWDB,2015,48233,DEAF SMITH,County,55,48233,
TWDB,2015,48237,DELTA,County,55,48237,
TWDB,2015,48241,DENTON,County,55,48241,
TWDB,2015,48245,DEWITT,County,55,48245,
TWDB,2015,48249,DICKENS,County,55,48249,
TWDB,2015,48253,DIMMIT,County,55,48253,
TWDB,2015,48257,DONLEY,County,55,48257,
TWDB,2015,48261,DUVAL,County,55,48261,
TWDB,2015,48265,EASTLAND,County,55,48265,
TWDB,2015,48269,ECTOR,County,55,48269,
TWDB,2015,48273,EDWARDS,County,55,48273,
TWDB,2015,48281,EL PASO,County,55,48281,
TWDB,2015,48277,ELLIS,County,55,48277,
TWDB,2015,48285,ERATH,County,55,48285,
TWDB,2015,48289,FALLS,County,55,48289,
TWDB,2015,48293,FANNIN,County,55,48293,
TWDB,2015,48297,FAYETTE,County,55,48297,
TWDB,2015,48301,FISHER,County,55,48301,
TWDB,2015,48305,FLOYD,County,55,48305,
TWDB,2015,48309,FOARD,County,55,48309,
TWDB,2015,48313,FORT BEND,County,55,48313,
TWDB,2015,48317,FRANKLIN,County,55,48317,
TWDB,2015,48321,FREESTONE,County,55,48321,
TWDB,2015,48325,FRIO,County,55,48325,
TWDB,2015,48329,GAINES,County,55,48329,
TWDB,2015,48333,GALVESTON,County,55,48333,
TWDB,2015,48337,GARZA,County,55,48337,
TWDB,2015,48341,GILLESPIE,County,55,48341,
TWDB,2015,48345,GLASSCOCK,County,55,48345,
TWDB,2015,48349,GOLIAD,County,55,48349,
TWDB,2015,48353,GONZALES,County,55,48353,
TWDB,2015,48357,GRAY,County,55,48357,
TWDB,2015,48361,GRAYSON,County,55,48361,
TWDB,2015,48365,GREGG,County,55,48365,
TWDB,2015,48369,GRIMES,County,55,48369,
TWDB,2015,48373,GUADALUPE,County,55,48373,
TWDB,2015,48377,HALE,County,55,48377,
TWDB,2015,48381,HALL,County,55,48381,
TWDB,2015,48385,HAMILTON,County,55,48385,
TWDB,2015,48389,HANSFORD,County,55,48389,
TWDB,2015,48393,HARDEMAN,County,55,48393,
TWDB,2015,48397,HARDIN,County,55,48397,
TWDB,2015,48401,HARRIS,County,55,48401,
TWDB,2015,48405,HARRISON,County,55,48405,
TWDB,2015,48409,HARTLEY,County,55,48409,
TWDB,2015,48413,HASKELL,County,55,48413,
TWDB,2015,48417,HAYS,County,55,48417,
TWDB,2015,48421,HEMPHILL,County,55,48421,
TWDB,2015,48425,HENDERSON,County,55,48425,
TWDB,2015,48429,HIDALGO,County,55,48429,
TWDB,2015,48433,HILL,County,55,48433,
TWDB,2015,48437,HOCKLEY,County,55,48437,
TWDB,2015,48441,HOOD,County,55,48441,
TWDB,2015,48445,HOPKINS,County,55,48445,
TWDB,2015,48449,HOUSTON,County,55,48449,
TWDB,2015,48453,HOWARD,County,55,48453,
TWDB,2015,48457,HUDSPETH,County,55,48457,
TWDB,2015,48461,HUNT,County,55,48461,
TWDB,2015,48465,HUTCHINSON,County,55,48465,
TWDB,2015,48469,IRION,County,55,48469,
TWDB,2015,48473,JACK,County,55,48473,
TWDB,2015,48477,JACKSON,County,55,48477,
TWDB,2015,48481,JASPER,County,55,48481,
TWDB,2015,48485,JEFF DAVIS,County,55,48485,
TWDB,2015,48489,JEFFERSON,County,55,48489,
TWDB,2015,48493,JIM HOGG,County,55,48493,
TWDB,2015,48497,JIM WELLS,County,55,48497,
TWDB,2015,48501,JOHNSON,County,55,48501,
TWDB,2015,48505,JONES,County,55,48505,
TWDB,2015,48509,KARNES,County,55,48509,
TWDB,2015,48513,KAUFMAN,County,55,48513,
TWDB,2015,48517,KENDALL,County,55,48517,
TWDB,2015,48521,KENEDY,County,55,48521,
TWDB,2015,48525,KENT,County,55,48525,
TWDB,2015,48529,KERR,County,55,48529,
TWDB,2015,48533,KIMBLE,County,55,48533,
TWDB,2015,48537,KING,County,55,48537,
TWDB,2015,48541,KINNEY,County,55,48541,
TWDB,2015,48545,KLEBERG,County,55,48545,
TWDB,2015,48549,KNOX,County,55,48549,
TWDB,2015,48565,LA SALLE,County,55,48565,
TWDB,2015,48553,LAMAR,County,55,48553,
TWDB,2015,48557,LAMB,County,55,48557,
TWDB,2015,48561,LAMPASAS,County,55,48561,
TWDB,2015,48569,LAVACA,County,55,48569,
TWDB,2015,48573,LEE,County,55,48573,
TWDB,2015,48577,LEON,County,55,48577,
TWDB,2015,48581,LIBERTY,County,55,48581,
TWDB,2015,48585,LIMESTONE,County,55,48585,
TWDB,2015,48589,LIPSCOMB,County,55,48589,
TWDB,2015,48593,LIVE OAK,County,55,48593,
TWDB,2015,48597,LLANO,County,55,48597,
TWDB,2015,48601,LOVING,County,55,48601,
TWDB,2015,48605,LUBBOCK,County,55,48605,
TWDB,2015,48609,LYNN,County,55,48609,
TWDB,2015,48625,MADISON,County,55,48625,
TWDB,2015,48629,MARION,County,55,48629,
TWDB,2015,48633,MARTIN,County,55,48633,
TWDB,2015,48637,MASON,County,55,48637,
TWDB,2015,48641,MATAGORDA,County,55,48641,
TWDB,2015,48645,MAVERICK,County,55,48645,
TWDB,2015,48613,MCCULLOCH,County,55,48613,
TWDB,2015,48617,MCLENNAN,County,55,48617,
TWDB,2015,48621,MCMULLEN,County,55,48621,
TWDB,2015,48649,MEDINA,County,55,48649,
TWDB,2015,48653,MENARD,County,55,48653,
TWDB,2015,48657,MIDLAND,County,55,48657,
TWDB,2015,48661,MILAM,County,55,48661,
TWDB,2015,48665,MILLS,County,55,48665,
TWDB,2015,48669,MITCHELL,County,55,48669,
TWDB,2015,48673,MONTAGUE,County,55,48673,
TWDB,2015,48677,MONTGOMERY,County,55,48677,
TWDB,2015,48681,MOORE,County,55,48681,
TWDB,2015,48685,MORRIS,County,55,48685,
TWDB,2015,48689,MOTLEY,County,55,48689,
TWDB,2015,48693,NACOGDOCHES,County,55,48693,
TWDB,2015,48697,NAVARRO,County,55,48697,
TWDB,2015,48701,NEWTON,County,55,48701,
TWDB,2015,48705,NOLAN,County,55,48705,
TWDB,2015,48709,NUECES,County,55,48709,
TWDB,2015,48713,OCHILTREE,County,55,48713,
TWDB,2015,48717,OLDHAM,County,55,48717,
TWDB,2015,48721,ORANGE,County,55,48721,
TWDB,2015,48725,PALO PINTO,County,55,48725,
TWDB,2015,48729,PANOLA,County,55,48729,
TWDB,2015,48733,PARKER,County,55,48733,
TWDB,2015,48737,PARMER,County,55,48737,
TWDB,2015,48741,PECOS,County,55,48741,
TWDB,2015,48745,POLK,County,55,48745,
TWDB,2015,48749,POTTER,County,55,48749,
TWDB,2015,48753,PRESIDIO,County,55,48753,
TWDB,2015,48757,RAINS,County,55,48757,
TWDB,2015,48761,RANDALL,County,55,48761,
TWDB,2015,48765,REAGAN,County,55,48765,
TWDB,2015,48769,REAL,County,55,48769,
TWDB,2015,48773,RED RIVER,County,55,48773,
TWDB,2015,48777,REEVES,County,55,48777,
TWDB,2015,48781,REFUGIO,County,55,48781,
TWDB,2015,48785,ROBERTS,County,55,48785,
TWDB,2015,48789,ROBERTSON,County,55,48789,
TWDB,2015,48793,ROCKWALL,County,55,48793,
TWDB,2015,48797,RUNNELS,County,55,48797,
TWDB,2015,48801,RUSK,County,55,48801,
TWDB,2015,48805,SABINE,County,55,48805,
TWDB,2015,48809,SAN AUGUSTINE,County,55,48809,
TWDB,2015,48813,SAN JACINTO,County,55,48813,
TWDB,2015,48817,SAN PATRICIO,County,55,48817,
TWDB,2015,48821,SAN SABA,County,55,48821,
TWDB,2015,48825,SCHLEICHER,County,55,48825,
TWDB,2015,48829,SCURRY,County,55,48829,
TWDB,2015,48833,SHACKELFORD,County,55,48833,
TWDB,2015,48837,SHELBY,County,55,48837,
TWDB,2015,48841,SHERMAN,County,55,48841,
TWDB,2015,48845,SMITH,County,55,48845,
TWDB,2015,48849,SOMERVELL,County,55,48849,
TWDB,2015,48853,STARR,County,55,48853,
TWDB,2015,48857,STEPHENS,County,55,48857,
TWDB,2015,48861,STERLING,County,55,48861,
TWDB,2015,48865,STONEWALL,County,55,48865,
TWDB,2015,48869,SUTTON,County,55,48869,
TWDB,2015,48873,SWISHER,County,55,48873,
TWDB,2015,48877,TARRANT,County,55,48877,
TWDB,2015,48881,TAYLOR,County,55,48881,
TWDB,2015,48885,TERRELL,County,55,48885,
TWDB,2015,48889,TERRY,County,55,48889,
TWDB,2015,48893,THROCKMORTON,County,55,48893,
TWDB,2015,48897,TITUS,County,55,48897,
TWDB,2015,48901,TOM GREEN,County,55,48901,
TWDB,2015,48905,TRAVIS,County,55,48905,
TWDB,2015,48909,TRINITY,County,55,48909,
TWDB,2015,48913,TYLER,County,55,48913,
TWDB,2015,48917,UPSHUR,County,55,48917,
TWDB,2015,48921,UPTON,County,55,48921,
TWDB,2015,48925,UVALDE,County,55,48925,
TWDB,2015,48929,VAL VERDE,County,55,48929,
TWDB,2015,48933,VAN ZANDT,County,55,48933,
TWDB,2015,48937,VICTORIA,County,55,48937,
TWDB,2015,48941,WALKER,County,55,48941,
TWDB,2015,48945,WALLER,County,55,48945,
TWDB,2015,48949,WARD,County,55,48949,
TWDB,2015,48953,WASHINGTON,County,55,48953,
TWDB,2015,48957,WEBB,County,55,48957,
TWDB,2015,48961,WHARTON,County,55,48961,
TWDB,2015,48965,WHEELER,County,55,48965,
TWDB,2015,48969,WICHITA,County,55,48969,
TWDB,2015,48973,WILBARGER,County,55,48973,
TWDB,2015,48977,WILLACY,County,55,48977,
TWDB,2015,48981,WILLIAMSON,County,55,48981,
TWDB,2015,48985,WILSON,County,55,48985,
TWDB,2015,48989,WINKLER,County,55,48989,
TWDB,2015,48993,WISE,County,55,48993,
TWDB,2015,48997,WOOD,County,55,48997,
TWDB,2015,49001,YOAKUM,County,55,49001,
TWDB,2015,49005,YOUNG,County,55,49005,
TWDB,2015,49009,ZAPATA,County,55,49009,
TWDB,2015,49013,ZAVALA,County,55,49013,
TWDB,2016,12,BRAZOS,Basin,55,,
TWDB,2016,13,BRAZOS-COLORADO,Basin,55,,
TWDB,2016,1,CANADIAN,Basin,55,,
TWDB,2016,14,COLORADO,Basin,55,,
TWDB,2016,15,COLORADO-LAVACA,Basin,55,,
TWDB,2016,4,CYPRESS,Basin,55,,
TWDB,2016,18,GUADALUPE,Basin,55,,
TWDB,2016,16,LAVACA,Basin,55,,
TWDB,2016,17,LAVACA-GUADALUPE,Basin,55,,
TWDB,2016,6,NECHES,Basin,55,,
TWDB,2016,7,NECHES-TRINITY,Basin,55,,
TWDB,2016,21,NUECES,Basin,55,,
TWDB,2016,22,NUECES-RIO GRANDE,Basin,55,,
TWDB,2016,2,RED,Basin,55,,
TWDB,2016,23,RIO GRANDE,Basin,55,,
TWDB,2016,5,SABINE,Basin,55,,
TWDB,2016,19,SAN ANTONIO,Basin,55,,
TWDB,2016,20,SAN ANTONIO-NUECES,Basin,55,,
TWDB,2016,10,SAN JACINTO,Basin,55,,
TWDB,2016,11,SAN JACINTO-BRAZOS,Basin,55,,
TWDB,2016,3,SULPHUR,Basin,55,,
TWDB,2016,8,TRINITY,Basin,55,,
TWDB,2016,9,TRINITY-SAN JACINTO,Basin,55,,
TWDB,2016,48001,ANDERSON,County,55,48001,
TWDB,2016,48005,ANDREWS,County,55,48005,
TWDB,2016,48009,ANGELINA,County,55,48009,
TWDB,2016,48013,ARANSAS,County,55,48013,
TWDB,2016,48017,ARCHER,County,55,48017,
TWDB,2016,48021,ARMSTRONG,County,55,48021,
TWDB,2016,48025,ATASCOSA,County,55,48025,
TWDB,2016,48029,AUSTIN,County,55,48029,
TWDB,2016,48033,BAILEY,County,55,48033,
TWDB,2016,48037,BANDERA,County,55,48037,
TWDB,2016,48041,BASTROP,County,55,48041,
TWDB,2016,48045,BAYLOR,County,55,48045,
TWDB,2016,48049,BEE,County,55,48049,
TWDB,2016,48053,BELL,County,55,48053,
TWDB,2016,48057,BEXAR,County,55,48057,
TWDB,2016,48061,BLANCO,County,55,48061,
TWDB,2016,48065,BORDEN,County,55,48065,
TWDB,2016,48069,BOSQUE,County,55,48069,
TWDB,2016,48073,BOWIE,County,55,48073,
TWDB,2016,48077,BRAZORIA,County,55,48077,
TWDB,2016,48081,BRAZOS,County,55,48081,
TWDB,2016,48085,BREWSTER,County,55,48085,
TWDB,2016,48089,BRISCOE,County,55,48089,
TWDB,2016,48093,BROOKS,County,55,48093,
TWDB,2016,48097,BROWN,County,55,48097,
TWDB,2016,48101,BURLESON,County,55,48101,
TWDB,2016,48105,BURNET,County,55,48105,
TWDB,2016,48109,CALDWELL,County,55,48109,
TWDB,2016,48113,CALHOUN,County,55,48113,
TWDB,2016,48117,CALLAHAN,County,55,48117,
TWDB,2016,48121,CAMERON,County,55,48121,
TWDB,2016,48125,CAMP,County,55,48125,
TWDB,2016,48129,CARSON,County,55,48129,
TWDB,2016,48133,CASS,County,55,48133,
TWDB,2016,48137,CASTRO,County,55,48137,
TWDB,2016,48141,CHAMBERS,County,55,48141,
TWDB,2016,48145,CHEROKEE,County,55,48145,
TWDB,2016,48149,CHILDRESS,County,55,48149,
TWDB,2016,48153,CLAY,County,55,48153,
TWDB,2016,48157,COCHRAN,County,55,48157,
TWDB,2016,48161,COKE,County,55,48161,
TWDB,2016,48165,COLEMAN,County,55,48165,
TWDB,2016,48169,COLLIN,County,55,48169,
TWDB,2016,48173,COLLINGSWORTH,County,55,48173,
TWDB,2016,48177,COLORADO,County,55,48177,
TWDB,2016,48181,COMAL,County,55,48181,
TWDB,2016,48185,COMANCHE,County,55,48185,
TWDB,2016,48189,CONCHO,County,55,48189,
TWDB,2016,48193,COOKE,County,55,48193,
TWDB,2016,48197,CORYELL,County,55,48197,
TWDB,2016,48201,COTTLE,County,55,48201,
TWDB,2016,48205,CRANE,County,55,48205,
TWDB,2016,48209,CROCKETT,County,55,48209,
TWDB,2016,48213,CROSBY,County,55,48213,
TWDB,2016,48217,CULBERSON,County,55,48217,
TWDB,2016,48221,DALLAM,County,55,48221,
TWDB,2016,48225,DALLAS,County,55,48225,
TWDB,2016,48229,DAWSON,County,55,48229,
TWDB,2016,48233,DEAF SMITH,County,55,48233,
TWDB,2016,48237,DELTA,County,55,48237,
TWDB,2016,48241,DENTON,County,55,48241,
TWDB,2016,48245,DEWITT,County,55,48245,
TWDB,2016,48249,DICKENS,County,55,48249,
TWDB,2016,48253,DIMMIT,County,55,48253,
TWDB,2016,48257,DONLEY,County,55,48257,
TWDB,2016,48261,DUVAL,County,55,48261,
TWDB,2016,48265,EASTLAND,County,55,48265,
TWDB,2016,48269,ECTOR,County,55,48269,
TWDB,2016,48273,EDWARDS,County,55,48273,
TWDB,2016,48281,EL PASO,County,55,48281,
TWDB,2016,48277,ELLIS,County,55,48277,
TWDB,2016,48285,ERATH,County,55,48285,
TWDB,2016,48289,FALLS,County,55,48289,
TWDB,2016,48293,FANNIN,County,55,48293,
TWDB,2016,48297,FAYETTE,County,55,48297,
TWDB,2016,48301,FISHER,County,55,48301,
TWDB,2016,48305,FLOYD,County,55,48305,
TWDB,2016,48309,FOARD,County,55,48309,
TWDB,2016,48313,FORT BEND,County,55,48313,
TWDB,2016,48317,FRANKLIN,County,55,48317,
TWDB,2016,48321,FREESTONE,County,55,48321,
TWDB,2016,48325,FRIO,County,55,48325,
TWDB,2016,48329,GAINES,County,55,48329,
TWDB,2016,48333,GALVESTON,County,55,48333,
TWDB,2016,48337,GARZA,County,55,48337,
TWDB,2016,48341,GILLESPIE,County,55,48341,
TWDB,2016,48345,GLASSCOCK,County,55,48345,
TWDB,2016,48349,GOLIAD,County,55,48349,
TWDB,2016,48353,GONZALES,County,55,48353,
TWDB,2016,48357,GRAY,County,55,48357,
TWDB,2016,48361,GRAYSON,County,55,48361,
TWDB,2016,48365,GREGG,County,55,48365,
TWDB,2016,48369,GRIMES,County,55,48369,
TWDB,2016,48373,GUADALUPE,County,55,48373,
TWDB,2016,48377,HALE,County,55,48377,
TWDB,2016,48381,HALL,County,55,48381,
TWDB,2016,48385,HAMILTON,County,55,48385,
TWDB,2016,48389,HANSFORD,County,55,48389,
TWDB,2016,48393,HARDEMAN,County,55,48393,
TWDB,2016,48397,HARDIN,County,55,48397,
TWDB,2016,48401,HARRIS,County,55,48401,
TWDB,2016,48405,HARRISON,County,55,48405,
TWDB,2016,48409,HARTLEY,County,55,48409,
TWDB,2016,48413,HASKELL,County,55,48413,
TWDB,2016,48417,HAYS,County,55,48417,
TWDB,2016,48421,HEMPHILL,County,55,48421,
TWDB,2016,48425,HENDERSON,County,55,48425,
TWDB,2016,48429,HIDALGO,County,55,48429,
TWDB,2016,48433,HILL,County,55,48433,
TWDB,2016,48437,HOCKLEY,County,55,48437,
TWDB,2016,48441,HOOD,County,55,48441,
TWDB,2016,48445,HOPKINS,County,55,48445,
TWDB,2016,48449,HOUSTON,County,55,48449,
TWDB,2016,48453,HOWARD,County,55,48453,
TWDB,2016,48457,HUDSPETH,County,55,48457,
TWDB,2016,48461,HUNT,County,55,48461,
TWDB,2016,48465,HUTCHINSON,County,55,48465,
TWDB,2016,48469,IRION,County,55,48469,
TWDB,2016,48473,JACK,County,55,48473,
TWDB,2016,48477,JACKSON,County,55,48477,
TWDB,2016,48481,JASPER,County,55,48481,
TWDB,2016,48485,JEFF DAVIS,County,55,48485,
TWDB,2016,48489,JEFFERSON,County,55,48489,
TWDB,2016,48493,JIM HOGG,County,55,48493,
TWDB,2016,48497,JIM WELLS,County,55,48497,
TWDB,2016,48501,JOHNSON,County,55,48501,
TWDB,2016,48505,JONES,County,55,48505,
TWDB,2016,48509,KARNES,County,55,48509,
TWDB,2016,48513,KAUFMAN,County,55,48513,
TWDB,2016,48517,KENDALL,County,55,48517,
TWDB,2016,48521,KENEDY,County,55,48521,
TWDB,2016,48525,KENT,County,55,48525,
TWDB,2016,48529,KERR,County,55,48529,
TWDB,2016,48533,KIMBLE,County,55,48533,
TWDB,2016,48537,KING,County,55,48537,
TWDB,2016,48541,KINNEY,County,55,48541,
TWDB,2016,48545,KLEBERG,County,55,48545,
TWDB,2016,48549,KNOX,County,55,48549,
TWDB,2016,48565,LA SALLE,County,55,48565,
TWDB,2016,48553,LAMAR,County,55,48553,
TWDB,2016,48557,LAMB,County,55,48557,
TWDB,2016,48561,LAMPASAS,County,55,48561,
TWDB,2016,48569,LAVACA,County,55,48569,
TWDB,2016,48573,LEE,County,55,48573,
TWDB,2016,48577,LEON,County,55,48577,
TWDB,2016,48581,LIBERTY,County,55,48581,
TWDB,2016,48585,LIMESTONE,County,55,48585,
TWDB,2016,48589,LIPSCOMB,County,55,48589,
TWDB,2016,48593,LIVE OAK,County,55,48593,
TWDB,2016,48597,LLANO,County,55,48597,
TWDB,2016,48601,LOVING,County,55,48601,
TWDB,2016,48605,LUBBOCK,County,55,48605,
TWDB,2016,48609,LYNN,County,55,48609,
TWDB,2016,48625,MADISON,County,55,48625,
TWDB,2016,48629,MARION,County,55,48629,
TWDB,2016,48633,MARTIN,County,55,48633,
TWDB,2016,48637,MASON,County,55,48637,
TWDB,2016,48641,MATAGORDA,County,55,48641,
TWDB,2016,48645,MAVERICK,County,55,48645,
TWDB,2016,48613,MCCULLOCH,County,55,48613,
TWDB,2016,48617,MCLENNAN,County,55,48617,
TWDB,2016,48621,MCMULLEN,County,55,48621,
TWDB,2016,48649,MEDINA,County,55,48649,
TWDB,2016,48653,MENARD,County,55,48653,
TWDB,2016,48657,MIDLAND,County,55,48657,
TWDB,2016,48661,MILAM,County,55,48661,
TWDB,2016,48665,MILLS,County,55,48665,
TWDB,2016,48669,MITCHELL,County,55,48669,
TWDB,2016,48673,MONTAGUE,County,55,48673,
TWDB,2016,48677,MONTGOMERY,County,55,48677,
TWDB,2016,48681,MOORE,County,55,48681,
TWDB,2016,48685,MORRIS,County,55,48685,
TWDB,2016,48689,MOTLEY,County,55,48689,
TWDB,2016,48693,NACOGDOCHES,County,55,48693,
TWDB,2016,48697,NAVARRO,County,55,48697,
